"","Df","FBgn","Symbol"
"44390","Df(2L)ast2","FBgn0021906","RFeSP"
"44522","Df(2L)ast2","FBgn0002543","robo2"
"45233","Df(2L)ast2","FBgn0261458","capt"
"48572","Df(2L)ast2","FBgn0011244","Hsp60B"
"50196","Df(2L)ast2","FBgn0040723","CG5011"
"50198","Df(2L)ast2","FBgn0040725","CG13946"
"318874","Df(2L)ast2","FBgn0051658","Nnf1b"
"318875","Df(2L)ast2","FBgn0051659","CG31659"
"319028","Df(2L)ast2","FBgn0051922","CG31922"
"319030","Df(2L)ast2","FBgn0051924","CG31924"
"326174","Df(2L)ast2","FBgn0051926","CG31926"
"326175","Df(2L)ast2","FBgn0051928","CG31928"
"326263","Df(2L)ast2","FBgn0053128","CG33128"
"3355120","Df(2L)ast2","FBgn0058439","CG40439"
"3355129","Df(2L)ast2","FBgn0041004","CG17715"
"3771945","Df(2L)ast2","FBgn0053922","CG33922"
"3772652","Df(2L)ast2","FBgn0053923","CG33923"
"5740110","Df(2L)ast2","FBgn0086031","snoRNA:Me28S-U1230"
"12797871","Df(2L)ast2","FBgn0262177","mir-375"
"12797872","Df(2L)ast2","FBgn0263080","CG43348"
"12797873","Df(2L)ast2","FBgn0263081","CG43349"
"12797874","Df(2L)ast2","FBgn0262944","lncRNA:CR43263"
"12797875","Df(2L)ast2","FBgn0263320","CG43401"
"12797876","Df(2L)ast2","FBgn0263321","CG43402"
"14462656","Df(2L)ast2","FBgn0264869","lncRNA:CR44060"
"14462657","Df(2L)ast2","FBgn0264870","lncRNA:CR44061"
"14462658","Df(2L)ast2","FBgn0264267","asRNA:CR43767"
"14462659","Df(2L)ast2","FBgn0264873","asRNA:CR44064"
"19834729","Df(2L)ast2","FBgn0266357","lncRNA:CR45005"
"19834880","Df(2L)ast2","FBgn0266036","lncRNA:CR44801"
"19835078","Df(2L)ast2","FBgn0267281","lncRNA:CR45717"
"19835151","Df(2L)ast2","FBgn0265814","lncRNA:CR44603"
"19835193","Df(2L)ast2","FBgn0266203","lncRNA:CR44898"
"19835368","Df(2L)ast2","FBgn0266358","lncRNA:CR45006"
"19835404","Df(2L)ast2","FBgn0265825","lncRNA:CR44614"
"19835464","Df(2L)ast2","FBgn0266884","lncRNA:CR45345"
"19835568","Df(2L)ast2","FBgn0266799","lncRNA:CR45261"
"19835631","Df(2L)ast2","FBgn0266887","lncRNA:CR45348"
"19835756","Df(2L)ast2","FBgn0267259","lncRNA:CR45695"
"19835817","Df(2L)ast2","FBgn0266885","lncRNA:CR45346"
"19835966","Df(2L)ast2","FBgn0266797","lncRNA:CR45259"
"19836079","Df(2L)ast2","FBgn0266323","lncRNA:CR44988"
"19836205","Df(2L)ast2","FBgn0266202","asRNA:CR44897"
"26067570","Df(2L)ast2","FBgn0267993","lncRNA:CR46260"
"39877419","Df(2L)ast2","FBgn0286735","scaRNA:MeU1:95C-A24"
"54520460","Df(2L)ast2","FBgn0262947","lncRNA:CR43266"
"54520524","Df(2L)ast2","FBgn0287617","asRNA:CR46486"
"33567","Df(2L)drm-P2","FBgn0031540","Pif1"
"33568","Df(2L)drm-P2","FBgn0051776","CG31776"
"33569","Df(2L)drm-P2","FBgn0261560","Thor"
"33570","Df(2L)drm-P2","FBgn0031542","CG15414"
"33571","Df(2L)drm-P2","FBgn0014396","tim"
"33572","Df(2L)drm-P2","FBgn0051954","CG31954"
"33573","Df(2L)drm-P2","FBgn0031544","CG17593"
"33574","Df(2L)drm-P2","FBgn0031545","CG3213"
"33575","Df(2L)drm-P2","FBgn0031546","CG8851"
"33576","Df(2L)drm-P2","FBgn0031547","Sr-CIV"
"33577","Df(2L)drm-P2","FBgn0031548","CG8852"
"33578","Df(2L)drm-P2","FBgn0031549","Spindly"
"33579","Df(2L)drm-P2","FBgn0031550","IFT57"
"33581","Df(2L)drm-P2","FBgn0004892","sob"
"33583","Df(2L)drm-P2","FBgn0002985","odd"
"33585","Df(2L)drm-P2","FBgn0031554","CG15418"
"44058","Df(2L)drm-P2","FBgn0015663","Ugt36A1"
"44228","Df(2L)drm-P2","FBgn0021967","ND-PDSW"
"49638","Df(2L)drm-P2","FBgn0024244","drm"
"261610","Df(2L)drm-P2","FBgn0051956","Pgant4"
"326262","Df(2L)drm-P2","FBgn0284253","LeuRS"
"33551201","Df(2L)drm-P2","FBgn0058439","CG40439"
"33551291","Df(2L)drm-P2","FBgn0041004","CG17715"
"14462683","Df(2L)drm-P2","FBgn0264549","lncRNA:CR43928"
"14462684","Df(2L)drm-P2","FBgn0264370","lncRNA:CR43822"
"14462685","Df(2L)drm-P2","FBgn0264363","CG43815"
"14462686","Df(2L)drm-P2","FBgn0264371","lncRNA:CR43823"
"19834766","Df(2L)drm-P2","FBgn0266837","lncRNA:CR45299"
"19834825","Df(2L)drm-P2","FBgn0265369","lncRNA:CR44310"
"19835145","Df(2L)drm-P2","FBgn0266912","lncRNA:CR45372"
"19835843","Df(2L)drm-P2","FBgn0265368","lncRNA:CR44309"
"19835960","Df(2L)drm-P2","FBgn0266838","asRNA:CR45300"
"19836131","Df(2L)drm-P2","FBgn0265367","lncRNA:CR44308"
"19836215","Df(2L)drm-P2","FBgn0265960","lncRNA:CR44747"
"36786375","Df(2L)drm-P2","FBgn0284410","lncRNA:TS2"
"39877421","Df(2L)drm-P2","FBgn0286737","snoRNA:Or-CD16"
"545204601","Df(2L)drm-P2","FBgn0262947","lncRNA:CR43266"
"34330","Df(2L)BSC50","FBgn0000180","bib"
"34331","Df(2L)BSC50","FBgn0051755","SoYb"
"34333","Df(2L)BSC50","FBgn0011584","Trp1"
"34334","Df(2L)BSC50","FBgn0032175","CG13131"
"34335","Df(2L)BSC50","FBgn0032176","CG13127"
"34336","Df(2L)BSC50","FBgn0027600","obst-B"
"34338","Df(2L)BSC50","FBgn0287720","Pen"
"34339","Df(2L)BSC50","FBgn0032178","Spn31A"
"34341","Df(2L)BSC50","FBgn0265002","CG44153"
"34342","Df(2L)BSC50","FBgn0032181","CG13133"
"34345","Df(2L)BSC50","FBgn0032184","CG13135"
"34348","Df(2L)BSC50","FBgn0032187","CG4839"
"34349","Df(2L)BSC50","FBgn0032188","CG13137"
"34350","Df(2L)BSC50","FBgn0028675","Sur"
"34351","Df(2L)BSC50","FBgn0032189","Ripalpha"
"192507","Df(2L)BSC50","FBgn0043456","Ndf"
"318995","Df(2L)BSC50","FBgn0051874","Fum4"
"318996","Df(2L)BSC50","FBgn0051875","CG31875"
"2768917","Df(2L)BSC50","FBgn0053301","CG33301"
"2768918","Df(2L)BSC50","FBgn0053302","Cpr31A"
"33551202","Df(2L)BSC50","FBgn0058439","CG40439"
"33551292","Df(2L)BSC50","FBgn0041004","CG17715"
"4379890","Df(2L)BSC50","FBgn0083945","CG34109"
"19834862","Df(2L)BSC50","FBgn0266169","lncRNA:CR44875"
"19835652","Df(2L)BSC50","FBgn0266167","asRNA:CR44873"
"19835697","Df(2L)BSC50","FBgn0266168","lncRNA:CR44874"
"19836190","Df(2L)BSC50","FBgn0040965","lncRNA:CR13130"
"545204602","Df(2L)BSC50","FBgn0262947","lncRNA:CR43266"
"33742","Df(2L)BSC109","FBgn0031682","CG5828"
"33743","Df(2L)BSC109","FBgn0031683","CG4230"
"33744","Df(2L)BSC109","FBgn0031684","ND-13A"
"326151","Df(2L)BSC109","FBgn0031681","Pgant5"
"33551203","Df(2L)BSC109","FBgn0058439","CG40439"
"33551293","Df(2L)BSC109","FBgn0041004","CG17715"
"3771968","Df(2L)BSC109","FBgn0261836","Msp300"
"545204603","Df(2L)BSC109","FBgn0262947","lncRNA:CR43266"
"33182","Df(2L)ED19","FBgn0031231","mRpL10"
"33183","Df(2L)ED19","FBgn0031232","CG11617"
"33184","Df(2L)ED19","FBgn0031233","Tbc1d15-17"
"33185","Df(2L)ED19","FBgn0266557","kis"
"33187","Df(2L)ED19","FBgn0031235","CG13693"
"33190","Df(2L)ED19","FBgn0031238","CG3645"
"33191","Df(2L)ED19","FBgn0031239","CG17075"
"33192","Df(2L)ED19","FBgn0031240","CG3345"
"33193","Df(2L)ED19","FBgn0086856","CG11555"
"33194","Df(2L)ED19","FBgn0086912","mbm"
"33195","Df(2L)ED19","FBgn0086855","CG17078"
"33196","Df(2L)ED19","FBgn0003444","smo"
"33197","Df(2L)ED19","FBgn0031244","CG11601"
"33198","Df(2L)ED19","FBgn0031245","CG3625"
"44205","Df(2L)ED19","FBgn0016977","spen"
"44392","Df(2L)ED19","FBgn0283652","Rpp30"
"12797868","Df(2L)ED19","FBgn0263465","snoRNA:kis-a"
"12797869","Df(2L)ED19","FBgn0262252","mir-965"
"14462646","Df(2L)ED19","FBgn0265151","lncRNA:CR44220"
"14462647","Df(2L)ED19","FBgn0265153","lncRNA:CR44222"
"14462648","Df(2L)ED19","FBgn0265152","lncRNA:CR44221"
"14462649","Df(2L)ED19","FBgn0265149","lncRNA:CR44218"
"14462650","Df(2L)ED19","FBgn0265150","lncRNA:CR44219"
"26067572","Df(2L)ED19","FBgn0267995","asRNA:CR46262"
"33234","Df(2L)ED94","FBgn0021874","Nle"
"33235","Df(2L)ED94","FBgn0031266","Sf3b1"
"33236","Df(2L)ED94","FBgn0031267","Ipk2"
"33237","Df(2L)ED94","FBgn0031268","cold"
"33238","Df(2L)ED94","FBgn0013323","Ptth"
"33239","Df(2L)ED94","FBgn0023489","Pph13"
"33240","Df(2L)ED94","FBgn0010323","Gsc"
"33241","Df(2L)ED94","FBgn0031270","CG13689"
"33242","Df(2L)ED94","FBgn0040106","lectin-21Cb"
"33244","Df(2L)ED94","FBgn0031273","CG2839"
"332451","Df(2L)ED94","FBgn0284247","ds"
"332471","Df(2L)ED94","FBgn0026438","Eaat2"
"332481","Df(2L)ED94","FBgn0031275","GABA-B-R3"
"332491","Df(2L)ED94","FBgn0031276","CG12506"
"332501","Df(2L)ED94","FBgn0031277","CG13947"
"332511","Df(2L)ED94","FBgn0041250","Gr21a"
"332521","Df(2L)ED94","FBgn0031279","CG3544"
"332531","Df(2L)ED94","FBgn0000442","Pkg21D"
"332541","Df(2L)ED94","FBgn0086130","Dbp21E2"
"332551","Df(2L)ED94","FBgn0031281","Saf6"
"332561","Df(2L)ED94","FBgn0031282","Pex12"
"332571","Df(2L)ED94","FBgn0031283","CG15880"
"332581","Df(2L)ED94","FBgn0031284","PGAP2"
"332591","Df(2L)ED94","FBgn0015621","Clp"
"332601","Df(2L)ED94","FBgn0031285","CG3662"
"332611","Df(2L)ED94","FBgn0031286","CG3862"
"332621","Df(2L)ED94","FBgn0010583","dock"
"332631","Df(2L)ED94","FBgn0020304","drongo"
"332641","Df(2L)ED94","FBgn0031287","CG4291"
"332651","Df(2L)ED94","FBgn0020545","kraken"
"332661","Df(2L)ED94","FBgn0031288","CG13949"
"332671","Df(2L)ED94","FBgn0031289","CG13950"
"332681","Df(2L)ED94","FBgn0029095","aru"
"332691","Df(2L)ED94","FBgn0020305","dbe"
"332701","Df(2L)ED94","FBgn0053526","PNUTS"
"332711","Df(2L)ED94","FBgn0002936","ninaA"
"332721","Df(2L)ED94","FBgn0031292","CG15824"
"332741","Df(2L)ED94","FBgn0002563","Lsp1beta"
"332751","Df(2L)ED94","FBgn0046113","GluRIIC"
"332761","Df(2L)ED94","FBgn0028481","CG4341"
"332771","Df(2L)ED94","FBgn0031294","IA-2"
"332781","Df(2L)ED94","FBgn0031295","CG4375"
"485721","Df(2L)ED94","FBgn0011244","Hsp60B"
"501981","Df(2L)ED94","FBgn0040725","CG13946"
"53552","Df(2L)ED94","FBgn0040107","lectin-21Ca"
"3188741","Df(2L)ED94","FBgn0051658","Nnf1b"
"33551204","Df(2L)ED94","FBgn0058439","CG40439"
"33551294","Df(2L)ED94","FBgn0041004","CG17715"
"57401101","Df(2L)ED94","FBgn0086031","snoRNA:Me28S-U1230"
"127978711","Df(2L)ED94","FBgn0262177","mir-375"
"14462654","Df(2L)ED94","FBgn0263657","lncRNA:CR43648"
"14462655","Df(2L)ED94","FBgn0263658","lncRNA:CR43649"
"144626561","Df(2L)ED94","FBgn0264869","lncRNA:CR44060"
"144626571","Df(2L)ED94","FBgn0264870","lncRNA:CR44061"
"198348801","Df(2L)ED94","FBgn0266036","lncRNA:CR44801"
"19835090","Df(2L)ED94","FBgn0266033","lncRNA:CR44798"
"19835154","Df(2L)ED94","FBgn0266909","lncRNA:CR45369"
"198354041","Df(2L)ED94","FBgn0265825","lncRNA:CR44614"
"198354641","Df(2L)ED94","FBgn0266884","lncRNA:CR45345"
"198355681","Df(2L)ED94","FBgn0266799","lncRNA:CR45261"
"198356311","Df(2L)ED94","FBgn0266887","lncRNA:CR45348"
"198359661","Df(2L)ED94","FBgn0266797","lncRNA:CR45259"
"198360791","Df(2L)ED94","FBgn0266323","lncRNA:CR44988"
"19836232","Df(2L)ED94","FBgn0266032","lncRNA:CR44797"
"26067463","Df(2L)ED94","FBgn0267827","lncRNA:CR46148"
"260675701","Df(2L)ED94","FBgn0267993","lncRNA:CR46260"
"398774191","Df(2L)ED94","FBgn0286735","scaRNA:MeU1:95C-A24"
"545204604","Df(2L)ED94","FBgn0262947","lncRNA:CR43266"
"545205241","Df(2L)ED94","FBgn0287617","asRNA:CR46486"
"33434","Df(2L)dpp[d14]","FBgn0264978","Slh"
"33435","Df(2L)dpp[d14]","FBgn0011818","oaf"
"33436","Df(2L)dpp[d14]","FBgn0031430","CG3528"
"33437","Df(2L)dpp[d14]","FBgn0031431","CG3515"
"33438","Df(2L)dpp[d14]","FBgn0031432","Cyp309a1"
"33439","Df(2L)dpp[d14]","FBgn0041337","Cyp309a2"
"33440","Df(2L)dpp[d14]","FBgn0026778","Rad1"
"33441","Df(2L)dpp[d14]","FBgn0031434","insv"
"33442","Df(2L)dpp[d14]","FBgn0031435","Elba2"
"33443","Df(2L)dpp[d14]","FBgn0031436","ND-B17.2"
"33444","Df(2L)dpp[d14]","FBgn0031437","Arpc5"
"33551205","Df(2L)dpp[d14]","FBgn0058439","CG40439"
"33551295","Df(2L)dpp[d14]","FBgn0041004","CG17715"
"5740299","Df(2L)dpp[d14]","FBgn0085343","Sws1"
"14462675","Df(2L)dpp[d14]","FBgn0264943","lncRNA:CR44112"
"14462676","Df(2L)dpp[d14]","FBgn0264944","lncRNA:CR44113"
"19835730","Df(2L)dpp[d14]","FBgn0265818","lncRNA:CR44607"
"26067386","Df(2L)dpp[d14]","FBgn0267738","asRNA:CR46069"
"545204605","Df(2L)dpp[d14]","FBgn0262947","lncRNA:CR43266"
"33394","Df(2L)BSC37","FBgn0031395","CG10874"
"33395","Df(2L)BSC37","FBgn0051668","CG31668"
"33396","Df(2L)BSC37","FBgn0031397","CG15385"
"33397","Df(2L)BSC37","FBgn0010288","Uch"
"33398","Df(2L)BSC37","FBgn0031398","daed"
"33399","Df(2L)BSC37","FBgn0031399","mio"
"33401","Df(2L)BSC37","FBgn0031401","papi"
"33402","Df(2L)BSC37","FBgn0267378","sau"
"33403","Df(2L)BSC37","FBgn0031403","CG15387"
"33404","Df(2L)BSC37","FBgn0051679","Tengl3"
"33405","Df(2L)BSC37","FBgn0264979","CG4267"
"33406","Df(2L)BSC37","FBgn0011832","Ser12"
"33407","Df(2L)BSC37","FBgn0031406","Send1"
"33408","Df(2L)BSC37","FBgn0031407","CG4270"
"33409","Df(2L)BSC37","FBgn0262126","Sec24CD"
"33410","Df(2L)BSC37","FBgn0031409","CG4271"
"33411","Df(2L)BSC37","FBgn0031410","CG17237"
"33412","Df(2L)BSC37","FBgn0028570","robl22E"
"33413","Df(2L)BSC37","FBgn0031412","CG16995"
"33414","Df(2L)BSC37","FBgn0031413","CG9967"
"33418","Df(2L)BSC37","FBgn0014010","Rab5"
"33419","Df(2L)BSC37","FBgn0261647","Axud1"
"33420","Df(2L)BSC37","FBgn0031417","CG3597"
"33421","Df(2L)BSC37","FBgn0031418","CG3609"
"33422","Df(2L)BSC37","FBgn0031419","CG15390"
"33423","Df(2L)BSC37","FBgn0031420","Atxn7"
"33424","Df(2L)BSC37","FBgn0264672","Eogt"
"33425","Df(2L)BSC37","FBgn0031422","PIG-Wa"
"33426","Df(2L)BSC37","FBgn0031423","CG3557"
"33427","Df(2L)BSC37","FBgn0031424","VGlut"
"33429","Df(2L)BSC37","FBgn0031426","CG18641"
"33431","Df(2L)BSC37","FBgn0031428","CG9886"
"33432","Df(2L)BSC37","FBgn0000490","dpp"
"50188","Df(2L)BSC37","FBgn0040715","CG15386"
"59224","Df(2L)BSC37","FBgn0042186","CG17239"
"59225","Df(2L)BSC37","FBgn0042187","CG17234"
"59226","Df(2L)BSC37","FBgn0250841","CG17242"
"318044","Df(2L)BSC37","FBgn0052463","Tengl2"
"318882","Df(2L)BSC37","FBgn0051681","CG31681"
"318883","Df(2L)BSC37","FBgn0051682","Tengl1"
"318891","Df(2L)BSC37","FBgn0053124","CG33124"
"319042","Df(2L)BSC37","FBgn0051949","CG31949"
"326178","Df(2L)BSC37","FBgn0051948","CG31948"
"33551206","Df(2L)BSC37","FBgn0058439","CG40439"
"33551296","Df(2L)BSC37","FBgn0041004","CG17715"
"3771890","Df(2L)BSC37","FBgn0031414","eys"
"3885620","Df(2L)BSC37","FBgn0054049","CG34049"
"5740554","Df(2L)BSC37","FBgn0085477","CG34448"
"5740699","Df(2L)BSC37","FBgn0085203","CG34174"
"5740746","Df(2L)BSC37","FBgn0085201","COX7AL2"
"5740813","Df(2L)BSC37","FBgn0085476","CG34447"
"7354476","Df(2L)BSC37","FBgn0259717","CG42371"
"10178841","Df(2L)BSC37","FBgn0262106","lncRNA:CR42859"
"10178951","Df(2L)BSC37","FBgn0261523","CG42658"
"14462666","Df(2L)BSC37","FBgn0265017","lncRNA:CR43751"
"14462667","Df(2L)BSC37","FBgn0264875","lncRNA:CR44066"
"14462668","Df(2L)BSC37","FBgn0264874","asRNA:CR44065"
"14462669","Df(2L)BSC37","FBgn0264945","asRNA:CR44114"
"14462670","Df(2L)BSC37","FBgn0264946","asRNA:CR44115"
"14462671","Df(2L)BSC37","FBgn0264084","lncRNA:CR43753"
"14462672","Df(2L)BSC37","FBgn0264085","lncRNA:CR43754"
"14462673","Df(2L)BSC37","FBgn0264081","CG43750"
"14462674","Df(2L)BSC37","FBgn0264988","CG44139"
"19835130","Df(2L)BSC37","FBgn0266217","lncRNA:CR44912"
"19835400","Df(2L)BSC37","FBgn0266022","lncRNA:CR44787"
"19835529","Df(2L)BSC37","FBgn0266828","lncRNA:CR45290"
"19835763","Df(2L)BSC37","FBgn0266023","lncRNA:CR44788"
"19835859","Df(2L)BSC37","FBgn0266317","asRNA:CR44982"
"54520447","Df(2L)BSC37","FBgn0287218","CG46448"
"545204606","Df(2L)BSC37","FBgn0262947","lncRNA:CR43266"
"33200","Df(2L)BSC106","FBgn0031247","CG11562"
"33201","Df(2L)BSC106","FBgn0017457","U2af38"
"33202","Df(2L)BSC106","FBgn0024352","Stip1"
"33203","Df(2L)BSC106","FBgn0020622","Pi3K21B"
"33204","Df(2L)BSC106","FBgn0004611","Plc21C"
"33205","Df(2L)BSC106","FBgn0031248","CG11912"
"33206","Df(2L)BSC106","FBgn0031249","CG11911"
"33207","Df(2L)BSC106","FBgn0031250","Ent1"
"33208","Df(2L)BSC106","FBgn0000061","al"
"33209","Df(2L)BSC106","FBgn0031251","CG4213"
"33210","Df(2L)BSC106","FBgn0003278","Polr1B"
"33211","Df(2L)BSC106","FBgn0264855","AP-2alpha"
"33212","Df(2L)BSC106","FBgn0263933","ebi"
"318893","Df(2L)BSC106","FBgn0053127","CG33127"
"319026","Df(2L)BSC106","FBgn0264086","CG43755"
"319027","Df(2L)BSC106","FBgn0051921","CG31921"
"14462651","Df(2L)BSC106","FBgn0263872","lncRNA:CR43719"
"14462652","Df(2L)BSC106","FBgn0263871","lncRNA:CR43718"
"19835000","Df(2L)BSC106","FBgn0266907","asRNA:CR45367"
"19835501","Df(2L)BSC106","FBgn0266906","asRNA:CR45366"
"33727","Df(2L)BSC110","FBgn0000299","Col4a1"
"33732","Df(2L)BSC110","FBgn0031675","CG9121"
"33734","Df(2L)BSC110","FBgn0031676","senju"
"33735","Df(2L)BSC110","FBgn0031677","CG14036"
"33736","Df(2L)BSC110","FBgn0014857","His3.3A"
"33738","Df(2L)BSC110","FBgn0028694","Rpn11"
"33739","Df(2L)BSC110","FBgn0028572","qtc"
"45682","Df(2L)BSC110","FBgn0022023","eIF3h"
"53471","Df(2L)BSC110","FBgn0260470","SP555"
"326150","Df(2L)BSC110","FBgn0031673","CG31650"
"326172","Df(2L)BSC110","FBgn0031678","Nepl3"
"326173","Df(2L)BSC110","FBgn0264743","CG44001"
"33551207","Df(2L)BSC110","FBgn0058439","CG40439"
"33551297","Df(2L)BSC110","FBgn0041004","CG17715"
"3885607","Df(2L)BSC110","FBgn0053995","CG33995"
"4379885","Df(2L)BSC110","FBgn0260451","CG14042"
"14462701","Df(2L)BSC110","FBgn0264742","CG44000"
"14462702","Df(2L)BSC110","FBgn0264368","asRNA:CR43820"
"19836150","Df(2L)BSC110","FBgn0266829","lncRNA:CR45291"
"545204607","Df(2L)BSC110","FBgn0262947","lncRNA:CR43266"
"34129","Df(2L)BSC111","FBgn0032008","CG14277"
"34131","Df(2L)BSC111","FBgn0032010","CG8086"
"34132","Df(2L)BSC111","FBgn0003502","Btk"
"34134","Df(2L)BSC111","FBgn0261020","wol"
"34135","Df(2L)BSC111","FBgn0032013","Scgalpha"
"34136","Df(2L)BSC111","FBgn0032014","CG7840"
"34137","Df(2L)BSC111","FBgn0032015","Ostgamma"
"34138","Df(2L)BSC111","FBgn0032016","Mettl14"
"34139","Df(2L)BSC111","FBgn0032017","CG7810"
"34140","Df(2L)BSC111","FBgn0032018","CG7806"
"34141","Df(2L)BSC111","FBgn0262598","mtsh"
"34142","Df(2L)BSC111","FBgn0032020","strat"
"34143","Df(2L)BSC111","FBgn0032021","CG7781"
"34144","Df(2L)BSC111","FBgn0032022","CG14275"
"34145","Df(2L)BSC111","FBgn0032023","CG14274"
"34146","Df(2L)BSC111","FBgn0032024","CG14273"
"34147","Df(2L)BSC111","FBgn0032025","CG7778"
"34148","Df(2L)BSC111","FBgn0032026","CG7627"
"49807","Df(2L)BSC111","FBgn0028987","Spn28F"
"319014","Df(2L)BSC111","FBgn0051901","Mur29B"
"33551208","Df(2L)BSC111","FBgn0058439","CG40439"
"33551298","Df(2L)BSC111","FBgn0041004","CG17715"
"12798304","Df(2L)BSC111","FBgn0262943","lncRNA:CR43262"
"12798305","Df(2L)BSC111","FBgn0262359","CG43057"
"12798306","Df(2L)BSC111","FBgn0262374","mir-2b-1"
"14462725","Df(2L)BSC111","FBgn0264083","lncRNA:CR43752"
"19834772","Df(2L)BSC111","FBgn0266911","asRNA:CR45371"
"545204608","Df(2L)BSC111","FBgn0262947","lncRNA:CR43266"
"34808","Df(2L)ED793","FBgn0032536","Ance-3"
"34812","Df(2L)ED793","FBgn0028544","Vajk3"
"34813","Df(2L)ED793","FBgn0027929","NimB1"
"34814","Df(2L)ED793","FBgn0028542","NimB4"
"34815","Df(2L)ED793","FBgn0028936","NimB5"
"34816","Df(2L)ED793","FBgn0259896","NimC1"
"34817","Df(2L)ED793","FBgn0028940","Cyp28a5"
"34818","Df(2L)ED793","FBgn0028939","NimC2"
"34819","Df(2L)ED793","FBgn0003255","rk"
"34822","Df(2L)ED793","FBgn0286723","hll"
"34823","Df(2L)ED793","FBgn0028872","CG18095"
"34824","Df(2L)ED793","FBgn0260011","NimC4"
"34826","Df(2L)ED793","FBgn0028875","nAChRalpha5"
"34828","Df(2L)ED793","FBgn0028526","CG15293"
"34829","Df(2L)ED793","FBgn0283651","CG46301"
"34830","Df(2L)ED793","FBgn0263038","CG43333"
"34831","Df(2L)ED793","FBgn0016930","Dyrk2"
"34833","Df(2L)ED793","FBgn0261529","ms(2)34Fe"
"34834","Df(2L)ED793","FBgn0028531","CG15286"
"34835","Df(2L)ED793","FBgn0028916","CG33090"
"34836","Df(2L)ED793","FBgn0264253","Send2"
"34837","Df(2L)ED793","FBgn0028530","mTTF"
"34838","Df(2L)ED793","FBgn0261534","l(2)34Fc"
"34839","Df(2L)ED793","FBgn0261535","l(2)34Fd"
"34840","Df(2L)ED793","FBgn0015791","Rab14"
"34842","Df(2L)ED793","FBgn0015546","spel1"
"34843","Df(2L)ED793","FBgn0020258","ppk"
"34844","Df(2L)ED793","FBgn0004858","elB"
"34845","Df(2L)ED793","FBgn0264810","Pburs"
"34846","Df(2L)ED793","FBgn0028871","Cpr35B"
"34847","Df(2L)ED793","FBgn0005771","noc"
"34848","Df(2L)ED793","FBgn0250844","CG4218"
"34849","Df(2L)ED793","FBgn0028913","CG3473"
"34850","Df(2L)ED793","FBgn0003016","osp"
"43946","Df(2L)ED793","FBgn0261563","wb"
"44117","Df(2L)ED793","FBgn0027348","bgm"
"48772","Df(2L)ED793","FBgn0001967","NimC3"
"48775","Df(2L)ED793","FBgn0001970","Pgant35A"
"50454","Df(2L)ED793","FBgn0028844","CG15283"
"117464","Df(2L)ED793","FBgn0028430","He"
"260645","Df(2L)ED793","FBgn0028543","NimB2"
"318271","Df(2L)ED793","FBgn0052971","CG32971"
"318930","Df(2L)ED793","FBgn0261514","NimA"
"318934","Df(2L)ED793","FBgn0051769","CG31769"
"33551209","Df(2L)ED793","FBgn0058439","CG40439"
"33551299","Df(2L)ED793","FBgn0041004","CG17715"
"3771877","Df(2L)ED793","FBgn0000055","Adh"
"3772188","Df(2L)ED793","FBgn0053648","CG33648"
"3772432","Df(2L)ED793","FBgn0000056","Adhr"
"3885611","Df(2L)ED793","FBgn0054003","NimB3"
"10178857","Df(2L)ED793","FBgn0261582","CG42692"
"10178899","Df(2L)ED793","FBgn0261566","CG42680"
"12798213","Df(2L)ED793","FBgn0263037","CG43332"
"12798214","Df(2L)ED793","FBgn0262354","CG43052"
"12798215","Df(2L)ED793","FBgn0266428","asRNA:CR43463"
"12798216","Df(2L)ED793","FBgn0263330","lncRNA:CR43411"
"14462763","Df(2L)ED793","FBgn0265147","lncRNA:CR44216"
"14462764","Df(2L)ED793","FBgn0263648","lncRNA:CR43639"
"14462765","Df(2L)ED793","FBgn0263649","lncRNA:CR43640"
"19834857","Df(2L)ED793","FBgn0265940","lncRNA:CR44727"
"19835001","Df(2L)ED793","FBgn0266892","lncRNA:CR45352"
"19835020","Df(2L)ED793","FBgn0266149","lncRNA:CR44855"
"19835142","Df(2L)ED793","FBgn0267257","lncRNA:CR45693"
"19835318","Df(2L)ED793","FBgn0265942","lncRNA:CR44729"
"19835341","Df(2L)ED793","FBgn0265941","lncRNA:CR44728"
"19835345","Df(2L)ED793","FBgn0265946","lncRNA:CR44733"
"19835363","Df(2L)ED793","FBgn0266145","lncRNA:CR44851"
"19835446","Df(2L)ED793","FBgn0266147","lncRNA:CR44853"
"19835519","Df(2L)ED793","FBgn0265945","lncRNA:CR44732"
"19835558","Df(2L)ED793","FBgn0051840","lncRNA:CR31840"
"19835600","Df(2L)ED793","FBgn0265943","lncRNA:CR44730"
"19835625","Df(2L)ED793","FBgn0266822","lncRNA:CR45284"
"19835882","Df(2L)ED793","FBgn0266146","lncRNA:CR44852"
"19835939","Df(2L)ED793","FBgn0266150","lncRNA:CR44856"
"19835978","Df(2L)ED793","FBgn0266143","asRNA:CR44849"
"19836057","Df(2L)ED793","FBgn0266148","lncRNA:CR44854"
"19836080","Df(2L)ED793","FBgn0266841","lncRNA:CR45303"
"19836201","Df(2L)ED793","FBgn0265944","lncRNA:CR44731"
"19836223","Df(2L)ED793","FBgn0267290","lncRNA:CR45726"
"19836238","Df(2L)ED793","FBgn0266144","asRNA:CR44850"
"545204609","Df(2L)ED793","FBgn0262947","lncRNA:CR43266"
"34908","Df(2L)r10","FBgn0003448","sna"
